slug,name_zh,name_en,gender,birth_date,birth_date_precision,birth_date_text,death_date,status,birthplace,current_location,father_slug,mother_slug,intro,tags,is_featured,primary_source_ids,evidence_status,review_status,notes
chuan-xing,,Chuan Xing,female,1992-07-18,day,July 18 1992,,deceased,,"China (multi-institution historical listings)",,,"Former/deceased giant panda listed across Linyi, Baoxing, Chongqing, Shanghai, and Ya'an GPG historical indexes.","china-domestic;linyi-zoo;baoxing-education-center;chongqing-zoo;shanghai-zoo;ccrcgp-yaan-base;historic;deceased;gpg-index",false,src_gpg_linyi_profiles;src_gpg_baoxing_profiles;src_gpg_chongqing_profiles;src_gpg_shanghai_zoo_profiles;src_gpg_yaan_base_profiles,needs_primary_source,draft,"Merged Chongqing-only duplicate row after GPG listed the same 1992-07-18 female Chuan Xing across multiple facilities. Transfer sequence, final institution, death date, and primary studbook identity still need confirmation."
di-di-linyi,,Di Di,male,1994-10-05,day,October 5 1994,,deceased,,"China (multi-institution historical listings)",,,"Former/deceased giant panda listed across Linyi, Yunnan, Nanjing Hongshan, Dujiangyan, and Ya'an GPG historical indexes.","china-domestic;linyi-zoo;yunnan-wild-animal-park;nanjing-hongshan-forest-zoo;ccrcgp-yaan-base;historic;deceased;gpg-index",false,src_gpg_linyi_profiles;src_gpg_yunnan_profiles;src_gpg_nanjing_hongshan_profiles;src_gpg_yaan_base_profiles,needs_primary_source,draft,"Merged Yunnan-only duplicate row after GPG listed the same 1994-10-05 male Di Di across multiple facilities. Transfer sequence, final institution, death date, and primary studbook identity still need confirmation."
long-teng-linyi,,Long Teng,male,2000-09-16,day,September 16 2000,,deceased,,"China (Linyi and Ya'an previous indexes)",pan-pan-baoxing,yong-ba,"Former/deceased Linyi and Ya'an-listed giant panda captured from secondary discovery indexes; GPG Yong Ba obituary identifies Pan Pan and Yong Ba as parents.","china-domestic;linyi-zoo;ccrcgp-yaan-base;historic;deceased;gpg-index;lineage",false,src_gpg_linyi_profiles;src_gpg_yaan_base_previous_page_2;src_gpg_yongba_death,needs_primary_source,draft,"GPG Ya'an previous page 2 also lists Long Teng as a deceased 2000-09-16 male. Parentage, transfer sequence, final institution, and primary archive/studbook confirmation still needed."
yin-ke,,Yin Ke,male,2009-07-16,day,July 16 2009,,alive,,"CCRCGP Mianyang Base, Mianyang, Sichuan Province, China",,,"CCRCGP Mianyang Base giant panda also listed in Linyi transfer history.","china-domestic;linyi-zoo;ccrcgp-mianyang-base;gpg-index",false,src_gpg_linyi_profiles;src_gpg_ccrcgp_mianyang_profiles,needs_primary_source,draft,"Secondary discovery row; primary current-holder profile still needed."
han-han-linyi,,Han Han,male,2012-08-21,day,August 21 2012,,alive,,"Linyi Zoological Botanical Garden, Linyi, Shandong Province, China",,,"Linyi Zoological Botanical Garden giant panda captured from secondary discovery indexes.","china-domestic;linyi-zoo;gpg-index",false,src_gpg_linyi_profiles;src_gpg_meet_world_page_11,needs_primary_source,draft,"Uses suffix to avoid future name collisions; current facility differs between GPG contexts and needs primary holder/source confirmation."
tuan-zi-linyi,,Tuan Zi,female,2015-08-08,day,August 8 2015,,alive,,"Ziqing Lake Safari Park, Nanjing, Jiangsu Province, China",,,"Ziqing Lake Safari Park giant panda also listed in Linyi transfer history and global living index.","china-domestic;linyi-zoo;ziqing-lake-safari-park;gpg-index",false,src_gpg_linyi_profiles;src_gpg_ziqing_lake_profiles;src_gpg_meet_world_page_15,needs_primary_source,draft,"Secondary discovery row; current facility and primary profile need confirmation."
ge-ge-tianjin,,Ge Ge,female,2003-09-06,day,September 6 2003,,alive,,"Tianjin Zoo, China",,,"Tianjin Zoo giant panda captured from secondary discovery index.","china-domestic;tianjin-zoo;gpg-index",false,src_gpg_tianjin_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
xi-le-tianjin,,Xi Le,female,2013-07-24,day,July 24 2013,,alive,,"Tianjin Zoo, China",,,"Tianjin Zoo giant panda captured from secondary discovery index.","china-domestic;tianjin-zoo;gpg-index",false,src_gpg_tianjin_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
rong-rong-tianjin,,Rong Rong,female,,year_text,1970,,deceased,,"Tianjin Zoo, China",,,"Historic/deceased Tianjin Zoo giant panda captured from secondary discovery index.","china-domestic;tianjin-zoo;historic;deceased;gpg-index",false,src_gpg_tianjin_profiles,needs_primary_source,draft,"Secondary discovery row; needs archival primary source."
yun-yun-tianjin,,Yun Yun,female,,year_text,1981,,deceased,,"Tianjin Zoo, China",,,"Historic/deceased Tianjin Zoo giant panda captured from secondary discovery index.","china-domestic;tianjin-zoo;historic;deceased;gpg-index",false,src_gpg_tianjin_profiles,needs_primary_source,draft,"Secondary discovery row; needs archival primary source."
zhai-zhai,,Zhai Zhai,male,,unknown,,,deceased,,"Tianjin Zoo, China",,,"Historic/deceased Tianjin Zoo giant panda captured from secondary discovery index.","china-domestic;tianjin-zoo;historic;deceased;gpg-index",false,src_gpg_tianjin_profiles,needs_primary_source,draft,"Source lists birth value as 0; kept as unknown until archival confirmation."
xing-yi-guangzhou,,Xing Yi,male,2013-08-23,day,August 23 2013,,alive,,"Guangzhou Zoo, China",,,"Guangzhou Zoo giant panda captured from secondary discovery index.","china-domestic;guangzhou-zoo;gpg-index",false,src_gpg_guangzhou_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
ya-yi-guangzhou,,Ya Yi,female,2013-08-27,day,August 27 2013,,alive,,"Guangzhou Zoo, China",,,"Guangzhou Zoo giant panda captured from secondary discovery index.","china-domestic;guangzhou-zoo;gpg-index",false,src_gpg_guangzhou_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
hsan-hsan,,Hsan Hsan,male,,year_text,1956,,deceased,,"Guangzhou Zoo, China",,,"Historic/deceased Guangzhou Zoo giant panda captured from secondary discovery index.","china-domestic;guangzhou-zoo;historic;deceased;gpg-index",false,src_gpg_guangzhou_profiles,needs_primary_source,draft,"Secondary discovery row; spelling follows source; needs archival primary source."
bao-ling-guangzhou,,Bao Ling,female,,year_text,1964,,deceased,,"Guangzhou Zoo, China",,,"Historic/deceased Guangzhou Zoo giant panda captured from secondary discovery index.","china-domestic;guangzhou-zoo;historic;deceased;gpg-index",false,src_gpg_guangzhou_profiles,needs_primary_source,draft,"Uses suffix to avoid future name collisions; needs archival primary source."
bao-li-guangzhou,,Bao Li,female,,year_text,1964,,deceased,,"Guangzhou Zoo, China",,,"Historic/deceased Guangzhou Zoo giant panda captured from secondary discovery index.","china-domestic;guangzhou-zoo;historic;deceased;gpg-index",false,src_gpg_guangzhou_profiles,needs_primary_source,draft,"Uses suffix to avoid collision with Smithsonian Bao Li."
ko-ko,,Ko Ko / Long Long / Xing Xing,male,1995-09-14,day,September 14 1995,2010-09-09,deceased,,"Kobe Oji Zoo, Kobe, Japan",,,"Historic male giant panda also known as Long Long in China and Xing Xing at Kobe Oji Zoo; died at Kobe on 2010-09-09.","china-domestic;guangzhou-zoo;overseas-zoo;kobe-oji-zoo;historic;deceased;alias-long-long;alias-xing-xing;gpg-index",false,src_gpg_guangzhou_profiles;src_chinadaily_langlang_death;src_topchinatravel_kobe_pandas,partial,draft,"Merged duplicate Xing Xing Kobe row into existing Ko Ko/Long Long row. China Daily/Xinhua confirms the 2010-09-09 Kobe death context; exact transfer history and primary Kobe/Oji Zoo or studbook confirmation still needed."
long-sheng,,Long Sheng,male,2000-08-21,day,August 21 2000,,alive,,"Fenghuang China Giant Panda Garden, Fenghuang, Hunan, China",,,"Former Guangzhou Zoo and Yancheng Dafeng Port Zoo giant panda now listed at Fenghuang China Giant Panda Garden in secondary discovery indexes.","china-domestic;guangzhou-zoo;yancheng-dafeng-port-zoo;fenghuang-china-giant-panda-garden;gpg-index",false,src_gpg_guangzhou_profiles;src_gpg_yancheng_dafeng_profiles;src_gpg_fenghuang_profiles,needs_primary_source,draft,"Secondary discovery row; current facility has Fenghuang GPG context but still needs primary holder/source confirmation."
wu-jun,,Wu Jun,male,2007-09-14,day,September 14 2007,,alive,,"CCRCGP Wolong Gengda Base, Sichuan Province, China",,,"Former Guangzhou Zoo giant panda later listed at CCRCGP Wolong Gengda Base in secondary discovery indexes.","china-domestic;guangzhou-zoo;ccrcgp-wolong-gengda-base;gpg-index",false,src_gpg_guangzhou_profiles;src_gpg_wolong_gengda_profiles,needs_primary_source,draft,"Secondary discovery row; current facility and primary profile need confirmation."
wen-li,,Wen Li,female,2009-07-19,day,July 19 2009,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Former Guangzhou Zoo giant panda captured from secondary discovery index.","china-domestic;guangzhou-zoo;gpg-index",false,src_gpg_guangzhou_profiles,needs_primary_source,draft,"Secondary discovery row; current facility and primary profile need confirmation."
ya-li,,Ya Li,female,2009-07-19,day,July 19 2009,,alive,,"Chengdu Panda Base, Chengdu, Sichuan Province, China",,,"Former Guangzhou Zoo giant panda captured from secondary discovery index.","china-domestic;guangzhou-zoo;gpg-index",false,src_gpg_guangzhou_profiles,needs_primary_source,draft,"Secondary discovery row; current facility and primary profile need confirmation."
yue-liang-yangzhou,,Yue Liang,female,2014-06-27,day,June 27 2014,,alive,,"Yangzhou Zoo, China",,,"Yangzhou Zoo giant panda captured from secondary discovery index.","china-domestic;yangzhou-zoo;gpg-index",false,src_gpg_yangzhou_profiles,needs_primary_source,draft,"Uses suffix to avoid future name collisions; needs primary holder/source confirmation."
lao-lao,,Lao Lao,male,2017-07-08,day,July 8 2017,,alive,,"Yangzhou Zoo, China",,,"Yangzhou Zoo giant panda captured from secondary discovery index.","china-domestic;yangzhou-zoo;gpg-index",false,src_gpg_yangzhou_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
xiao-ping-ping,,Xiao Ping Ping,male,,year_text,1987,,deceased,,"Yangzhou Zoo, China",,,"Historic/deceased Yangzhou Zoo giant panda captured from secondary discovery index.","china-domestic;yangzhou-zoo;historic;deceased;gpg-index",false,src_gpg_yangzhou_profiles,needs_primary_source,draft,"Secondary discovery row; needs archival primary source."
guo-guo-yangzhou,,Guo Guo,female,1996-09-14,day,September 14 1996,,deceased,,"Yangzhou Zoo, China",,,"Historic/deceased Yangzhou Zoo giant panda captured from secondary discovery index.","china-domestic;yangzhou-zoo;historic;deceased;gpg-index",false,src_gpg_yangzhou_profiles,needs_primary_source,draft,"Uses suffix to avoid future name collisions; needs archival primary source."
ying-mei,,Ying Mei,female,1998-08-17,day,August 17 1998,,alive,,China,,,"Former Yangzhou Zoo giant panda captured from secondary discovery index.","china-domestic;yangzhou-zoo;gpg-index",false,src_gpg_yangzhou_profiles,needs_primary_source,draft,"Secondary discovery row; current facility and primary profile need confirmation. Not merged with Ya'an/Baoxing Ying Mei born 2003-08-17."
ya-ji,,Ya Ji,male,2014-05-26,day,May 26 2014,,alive,,"Jinan Zoo, China",,,"Jinan Zoo giant panda captured from secondary discovery index.","china-domestic;jinan-zoo;gpg-index",false,src_gpg_jinan_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
xi-xi-jinan,,Xi Xi,female,,year_text,1971,,deceased,,"Jinan Zoo, China",,,"Historic/deceased Jinan Zoo giant panda captured from secondary discovery index.","china-domestic;jinan-zoo;historic;deceased;gpg-index",false,src_gpg_jinan_profiles,needs_primary_source,draft,"Uses suffix to avoid collision with other Xi Xi records."
xiao-xiao-jinan,,Xiao Xiao,male,,year_text,1984,,deceased,,"Jinan Zoo, China",,,"Historic/deceased Jinan Zoo giant panda captured from secondary discovery index.","china-domestic;jinan-zoo;historic;deceased;gpg-index",false,src_gpg_jinan_profiles,needs_primary_source,draft,"Uses suffix to avoid collision with Ueno Xiao Xiao."
cai-yun-jinan,,Cai Yun,female,2010-07-27,day,July 27 2010,,alive,,"CCRCGP Ya'an Base, Ya'an, Sichuan Province, China",,,"Former Jinan Zoo giant panda captured from secondary discovery indexes.","china-domestic;jinan-zoo;ccrcgp-yaan-base;gpg-index",false,src_gpg_jinan_profiles;src_gpg_yaan_base_profiles,needs_primary_source,draft,"Uses suffix to avoid future name collisions; current facility and primary profile need confirmation."
xi-xi-nanning,,Xi Xi,female,,year_text,1971,,deceased,,"Nanning Zoo, China",,,"Historic female giant panda linked to the 1987 Zoo van Antwerpen short-term loan before later Jinan/Nanning records.","china-domestic;nanning-zoo;jinan-zoo;zoo-van-antwerpen;historic;deceased;gpg-index",false,src_gpg_nanning_profiles;src_pandanews_xixi_330;src_gpg_antwerp_1987_context,needs_primary_source,draft,"PandaNews lists 1996-Jun death month and Antwerp/Jinan/Nanning movement history; possible overlap with xi-xi-jinan still needs studbook reconciliation."
wan-wan-antwerp,,Wan Wan,male,,month,October 1976,,deceased,,"Xi'an Zoo, China",,,"Historic male giant panda from Xi'an Zoo loaned to Zoo van Antwerpen in 1987.","xian-zoo;zoo-van-antwerpen;historic;deceased;gpg-index",false,src_pandanews_wanwan;src_gpg_antwerp_1987_context,needs_primary_source,draft,"PandaNews lists 1993-Jan death month and 1987 Antwerp loan; primary studbook or zoo archive still needed."
ji-mei-nanning,,Ji Mei,male,2016-06-27,day,June 27 2016,,alive,,"Nanning Zoo, China",,,"Nanning Zoo giant panda captured from secondary discovery index.","china-domestic;nanning-zoo;gpg-index",false,src_gpg_nanning_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
ji-lan-nanning,,Ji Lan,female,2016-06-27,day,June 27 2016,,alive,,"Nanning Zoo, China",,,"Nanning Zoo giant panda captured from secondary discovery index.","china-domestic;nanning-zoo;gpg-index",false,src_gpg_nanning_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
liang-liang-chongqing,,Liang Liang,male,2000-08-10,day,August 10 2000,,alive,,"Chongqing Zoo, China",,,"Chongqing Zoo giant panda captured from secondary discovery index.","china-domestic;chongqing-zoo;gpg-index",false,src_gpg_chongqing_profiles,needs_primary_source,draft,"Uses suffix to avoid collision with Mexico Liang Liang."
lan-xiang,,Lan Xiang,female,2002-07-12,day,July 12 2002,,alive,,"Chongqing Zoo, China",,,"Chongqing Zoo giant panda captured from secondary discovery index.","china-domestic;chongqing-zoo;gpg-index",false,src_gpg_chongqing_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
you-you-chongqing,,You You,female,2006-09-05,day,September 5 2006,,alive,,"Chongqing Zoo, China",,,"Chongqing Zoo giant panda captured from secondary discovery index.","china-domestic;chongqing-zoo;gpg-index",false,src_gpg_chongqing_profiles,needs_primary_source,draft,"Uses suffix to avoid collision with Ueno/Guangzhou/Madrid You You rows."
mang-zai,,Mang Zai,female,2011-09-04,day,September 4 2011,,alive,,"Chongqing Zoo, China",,,"Chongqing Zoo giant panda captured from secondary discovery index.","china-domestic;chongqing-zoo;gpg-index",false,src_gpg_chongqing_profiles,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
hao-qi,,Hao Qi / Curious,female,2013-08-23,day,August 23 2013,,alive,,"Chongqing Zoo, China",,,"Chongqing Zoo giant panda captured from secondary discovery and global living indexes.","china-domestic;chongqing-zoo;alias-curious;gpg-index",false,src_gpg_chongqing_profiles;src_gpg_meet_world_page_13,needs_primary_source,draft,"Secondary discovery row; needs primary holder/source confirmation."
hao-qi-chongqing-2011,,Hao Qi,female,2011-09-04,day,September 4 2011,,alive,,"Chongqing Zoo, Chongqing Municipality, China",,,"Living Chongqing Zoo giant panda captured from GPG global discovery index.","china-domestic;chongqing-zoo;gpg-index",false,src_gpg_meet_world_page_11,needs_primary_source,draft,"Uses suffix to avoid the 2013 Hao Qi / Curious row; needs primary holder/studbook confirmation."
